name,code,sectors,products
대구백화점,006370,종합 소매업,"백화점운영,임대사업(백화점 코너)"
대우건설,047040,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여"
대원제약,003220,의약품 제조업,"의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)"
대한방직,001070,직물직조 및 직물제품 제조업,"면사,화섬사,면직물 제조,판매,건설"
대한제강,084010,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조"
대한제당,001790,"곡물가공품, 전분 및 전분제품 제조업","제당,가축용 배합사료,설탕,기능성감미료(자일로올리고당),외식산 제조,도소매/부동산 임대"
대현,016090,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)"
덕양산업,024900,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매"
동원금속,018500,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매"
두산인프라코어,042670,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매"
디씨엠,024090,1차 철강 제조업,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매"
디티알오토모티브,007340,일차전지 및 축전지 제조업,자동차용 밧데리
디피씨,026890,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전자레인지용 고압변성기,리엑터,디지탈위성방송수신기 제조"
롯데손해보험,000400,보험업,손해보험업
롯데칠성음료,005300,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원"
만도,204320,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치"
미래에셋생명,085620,보험업,생명보험상품
미원홀딩스,107590,기타 금융업,도료첨가제
백산,035150,플라스틱제품 제조업,"P.U.인조피혁,부직포인공피혁 제조,무역"
보락,002760,기타 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매"
사조대림,003960,수산물 가공 및 저장 처리업,"게맛살,어육연제품,식용류,배합사료 제조"
사조동아원,008040,"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조"
삼부토건,001470,토목 건설업,"토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조"
서원,021050,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산"
세방,004360,도로 화물 운송업,"도로운송,항만하역,창고,지게차 임대"
세아홀딩스,058650,1차 철강 제조업,지주회사/투자 및 경영컨설팅/부동산 임대
세이브존I&C,067830,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영"
신송홀딩스,006880,산업용 농·축산물 및 동·식물 도매업,사업경영 및 관리자문
신일전자,002700,기계장비 및 관련 물품 도매업,"가정용 전기기구(선풍기,난로,세탁기),전자기구,연구기구 제조,수출입"
써니전자,004770,반도체 제조업,"수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입"
아이마켓코리아,122900,상품 종합 도매업,B2B 전자상거래
아이에이치큐,003560,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행"
에이블씨엔씨,078520,기타 화학제품 제조업,"화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래"
엔씨소프트,036570,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급"
영보화학,014440,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매"
영진약품,003520,의약품 제조업,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매"
영풍,000670,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역"
예스코홀딩스,015360,기타 금융업,지주사업
유니온머티리얼,047400,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매"
유유제약,000220,의약품 제조업,"의약품 제조,판매"
유한양행,000100,의약품 제조업,"의약품(삐콤씨,알마겔,세파졸린주사,아코텍스주사,이세파신,신생아호흡곤란치료제 등),생활용품(유한락스,비누,홈키파),식혜 도매"
이마트,139480,종합 소매업,대형마트
이수화학,005950,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매"
이스타코,015020,부동산 임대 및 공급업,부동산 분양/입시학원 운영
인천도시가스,034590,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사
일정실업,008500,편조원단 제조업,"자동차시트원단,의류,완구직물 제조,염색가공"
종근당홀딩스,001630,의약품 제조업,"의약품(항생제,위궤양치료제,장기이식면역억제제,고지혈증치료제(로바이드)) 제조,도매"
지엠비코리아,013870,자동차 신품 부품 제조업,"VS, TIB, CVJoint 등"
진원생명과학,011000,의약품 제조업,"의류용심지(인터론),가공직물(패브론) 제조,도소매"
케이씨텍,281820,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비"
코리아써키트,007810,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대"
코스모화학,005420,기타 화학제품 제조업,"이산화티타늄 및 부산물, 황산코발트 및 부산물"
코아스,071950,가구 제조업,"사무용가구,금속가구 도매,제조"
코오롱플라스틱,138490,합성고무 및 플라스틱 물질 제조업,엔지니어링플라스틱
쿠쿠홀딩스,192400,기타 금융업,주방용 전기기기 제조업
큐로,015590,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조"
티비에이치글로벌,084870,봉제의복 제조업,"캐주얼의류,여성의류,남성의류 제조,도소매"
하이트론씨스템즈,019490,영상 및 음향기기 제조업,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조"
하이트진로,000080,알코올음료 제조업,소주
한국금융지주,071050,기타 금융업,금융지주회사
한국전자홀딩스,006200,기타 금융업,"시장조사,경영컨설팅"
한국타이어앤테크놀로지,161390,고무제품 제조업,타이어 제조
한국테크놀로지그룹,000240,기타 금융업,"고무타이어,고무튜브,후랩,알루미늄휠의 제조,판매,임대수익,물품운반용기,포장용기(프라스틱)"
한국토지신탁,034830,신탁업 및 집합투자업,부동산신탁 등
한국특수형강,007280,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매"
한일시멘트,300720,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈"
한전KPS,051600,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링"
해태제과식품,101530,기타 식품 제조업,"홈런볼, 오예스, 맛동산, 부라보콘 등"
현대에너지솔루션,322000,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS"
현대에이치씨엔,126560,텔레비전 방송업,방송업
현대위아,011210,자동차 신품 부품 제조업,"자동차부품, 공작기계 등"
현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,"브랜드사업, 육류유통"
화승인더스트리,006060,플라스틱제품 제조업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대"
화천기공,000850,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매"
환인제약,016580,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매"
효성,004800,기타 금융업,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사"
효성화학,298000,기초 화학물질 제조업,-
흥아해운,003280,해상 운송업,"해상운송(일본항로,동남아항로)"
APS홀딩스,054620,기타 금융업,인터넷 트래픽 솔루션
CJ ENM,035760,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타"
CMG제약,058820,의약품 제조업,의약품
CS,065770,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)"
CSA 코스믹,083660,기타 화학제품 제조업,"물탱크,상하수도용도류벽,축산탱크"
EG,037370,기타 전문 도매업,"산화철, 대기수처리방지시설, 무역"
HRS,036640,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조
MP그룹,065150,음·식료품 및 담배 도매업,외식 프랜차이즈사업 및 식자재 유통
NICE평가정보,030190,기타 정보 서비스업,"개인 및 기업정보,솔루션"
PI첨단소재,178920,플라스틱제품 제조업,PI필름
PN풍년,024940,기타 금속 가공제품 제조업,압력솥
SCI평가정보,036120,기타 정보 서비스업,"신용조회,채권추심,신용조사"
SM C&C,048550,광고업,"영상콘텐츠 제작 및 매니지먼트, 여행"
감마누,192410,통신 및 방송 장비 제조업,기지국 안테나 및 인빌딩 안테나
강스템바이오텍,217730,기초 의약물질 및 생물학적 제제 제조업,줄기세포치료제
게임빌,063080,소프트웨어 개발 및 공급업,모바일게임
경남제약헬스케어,223310,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, 로봇청소기, 드론"
광림,014200,자동차용 엔진 및 자동차 제조업,"전기공사용, 운송용, 환경용 특수차량 및 건설용 장비인 유압크레인을 생산·판매하는 제조업체"
국영지앤엠,006050,유리 및 유리제품 제조업,강화유리
나노엔텍,039860,의료용 기기 제조업,의료기기 및 실험기기
나이벡,138610,의료용품 및 기타 의약 관련제품 제조업,"치아미백제,치과용 골이식재"
남화토건,091590,건물 건설업,"건축공사, 토목공사"
네오팜,092730,기타 화학제품 제조업,생체기능성(아토피)보습제
넥스턴,089140,유리 및 유리제품 제조업,CNC자동선반
넵튠,217270,소프트웨어 개발 및 공급업,모바일게임
노바렉스,194700,기타 식품 제조업,건강기능식품 제조
누리텔레콤,040160,소프트웨어 개발 및 공급업,"NASCenter2000(전산자원통합관리시스템),PowerAMR(자동원격검침장치)"
뉴파워프라즈마,144960,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator)
대성파인텍,104040,자동차 신품 부품 제조업,"자동차부품(시트,도어) 제조"
대아티아이,045390,기타 전기장비 제조업,"EDMS(Enterprise Document Management System)-전사적문서관리시스템,KMS-지식경영시스템"
대주전자재료,078600,전자부품 제조업,PDP격벽재료등
대창솔루션,096350,"구조용 금속제품, 탱크 및 증기발생기 제조업",내연기관구조재(선박엔진용MBS)
덕산네오룩스,213420,전자부품 제조업,"HTL(정공수송층), HIL(정공주입층), RED HOST"
데브시스터즈,194480,소프트웨어 개발 및 공급업,모바일 게임(쿠키런)
동아엘텍,088130,특수 목적용 기계 제조업,LCD검사장비
디알텍,214680,의료용 기기 제조업,X-ray Detector
디엠티,134580,통신 및 방송 장비 제조업,셋톱박스
딜리,131180,컴퓨터 및 주변장치 제조업,디지털 UV 프린터
라이브플렉스,050120,생활용품 도매업,"텐트, 원 ·부자재"
럭슬,033600,자동차 신품 부품 제조업,김치냉장고부품
레드캡투어,038390,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카"
레이언스,228850,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor"
로보로보,215100,기타 전기장비 제조업,교육용로봇
머큐리,100590,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비"
메디앙스,014100,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스"
메디포럼제약,047920,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정"
메타바이오메드,059210,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재"
